"","INSTNM","LATITUDE","LONGITUDE","ADM_RATE","AANAPII","HSI","WOMENONLY","RELAFFIL"
"484","University of Redlands",34.0636,-117.1638,67.2,FALSE,FALSE,FALSE,"NULL"
"485","College of the Redwoods",40.6967,-124.1951,NA,FALSE,FALSE,FALSE,"NULL"
"486","Salon Success Academy-Upland",34.1084,-117.6311,NA,FALSE,FALSE,FALSE,"NULL"
"487","Salon Success Academy-Corona",33.8832,-117.5135,NA,FALSE,FALSE,FALSE,"NULL"
"488","Rio Hondo College",34.0199,-118.0333,NA,FALSE,TRUE,FALSE,"NULL"
"489","Riverside City College",33.9715,-117.3805,NA,FALSE,TRUE,FALSE,"NULL"
"490","Argosy University-San Francisco Bay Area",37.7812,-122.2675,NA,FALSE,FALSE,FALSE,"NULL"
"491","Rosemead Beauty School",34.0808,-118.0828,NA,FALSE,FALSE,FALSE,"NULL"
"492","Dongguk University-Los Angeles",34.0662,-118.2899,NA,FALSE,FALSE,FALSE,"NULL"
"493","Sacramento City College",38.5419,-121.4917,NA,FALSE,FALSE,FALSE,"NULL"
"494","Saddleback College",33.5519,-117.6649,NA,FALSE,FALSE,FALSE,"NULL"
"495","Samuel Merritt University",37.82,-122.2669,NA,FALSE,FALSE,FALSE,"NULL"
"496","San Diego City College",32.7189,-117.1516,NA,FALSE,FALSE,FALSE,"NULL"
"497","Golf Academy of America-Carlsbad",33.1229,-117.2834,NA,FALSE,FALSE,FALSE,"NULL"
"498","San Diego Mesa College",32.8049,-117.1691,NA,FALSE,TRUE,FALSE,"NULL"
"499","San Diego Miramar College",32.9095,-117.1209,NA,FALSE,FALSE,FALSE,"NULL"
"500","San Diego State University",32.7753,-117.0712,31.21,FALSE,FALSE,FALSE,"NULL"
"501","University of San Diego",32.7714,-117.1887,48.85,FALSE,FALSE,FALSE,"30"
"502","San Francisco Art Institute",37.8036,-122.417,82.69,FALSE,FALSE,FALSE,"NULL"
"503","San Francisco Conservatory of Music",37.7753,-122.4201,39.86,FALSE,FALSE,FALSE,"NULL"
"504","San Francisco State University",37.7213,-122.4779,63.79,FALSE,FALSE,FALSE,"NULL"
"505","San Francisco Theological Seminary",37.9696,-122.5643,NA,FALSE,FALSE,FALSE,"66"
"506","University of San Francisco",37.7756,-122.451,61.29,FALSE,FALSE,FALSE,"30"
"507","San Joaquin College of Law",36.824,-119.6978,NA,FALSE,FALSE,FALSE,"NULL"
"508","San Joaquin Delta College",37.9946,-121.3172,NA,FALSE,FALSE,FALSE,"NULL"
"509","San Joaquin Valley College-Visalia",36.328,-119.385,NA,FALSE,FALSE,FALSE,"NULL"
"510","San Joaquin Valley College-Bakersfield",35.3528,-119.0623,NA,FALSE,FALSE,FALSE,"NULL"
"511","William Jessup University",38.8197,-121.2923,69.29,FALSE,FALSE,FALSE,"79"
"512","San Jose City College",37.3163,-121.9297,NA,FALSE,TRUE,FALSE,"NULL"
"513","San Jose State University",37.3352,-121.8812,63.47,TRUE,FALSE,FALSE,"NULL"
"514","College of San Mateo",37.5344,-122.3361,NA,FALSE,FALSE,FALSE,"NULL"
"515","Santa Barbara Business College-Bakersfield",35.3595,-119.0613,NA,FALSE,FALSE,FALSE,"NULL"
"516","Westwood College-Los Angeles",34.0614,-118.2933,NA,FALSE,FALSE,FALSE,"NULL"
"517","Santa Barbara Business College-Santa Maria",34.4039,-119.6997,NA,FALSE,FALSE,FALSE,"NULL"
"518","Santa Barbara City College",34.4068,-119.698,NA,FALSE,TRUE,FALSE,"NULL"
"519","Santa Clara University",37.3527,-121.9382,51.22,FALSE,FALSE,FALSE,"30"
"520","Santa Monica College",34.019,-118.4704,NA,FALSE,TRUE,FALSE,"NULL"
"521","Santa Rosa Junior College",38.4542,-122.7207,NA,FALSE,TRUE,FALSE,"NULL"
"522","Saybrook University",37.7984,-122.4001,NA,FALSE,FALSE,FALSE,"NULL"
"523","Scripps College",34.1037,-117.7113,35.7,FALSE,FALSE,TRUE,"NULL"
"524","Wyotech-Fremont",37.4693,-121.9194,NA,FALSE,FALSE,FALSE,"NULL"
"525","College of the Sequoias",36.323,-119.3148,NA,FALSE,TRUE,FALSE,"NULL"
"526","Shasta Bible College and Graduate School",40.5642,-122.3157,100,FALSE,FALSE,FALSE,"54"
"527","Shasta College",40.6257,-122.318,NA,FALSE,FALSE,FALSE,"NULL"
"528","Sierra College",38.7928,-121.2126,NA,FALSE,FALSE,FALSE,"NULL"
"529","Sierra College of Beauty",37.3066,-120.4957,NA,FALSE,FALSE,FALSE,"NULL"
"530","Sierra Valley College of Court Reporting",36.8028,-119.773,NA,FALSE,FALSE,FALSE,"NULL"
"531","Trinity Law School",33.7661,-117.8521,NA,FALSE,FALSE,FALSE,"79"
"532","Simpson University",40.6133,-122.333,55.5,FALSE,FALSE,FALSE,"34"
"533","College of the Siskiyous",41.4138,-122.3892,NA,FALSE,FALSE,FALSE,"NULL"
"534","Charles A Jones Career and Education Center",38.5165,-121.4411,NA,FALSE,FALSE,FALSE,"NULL"
"535","Skyline College",37.6305,-122.466,NA,FALSE,FALSE,FALSE,"NULL"
"536","San Bernardino Valley College",34.0887,-117.3138,NA,FALSE,FALSE,FALSE,"NULL"
"537","Saint Mary's College of California",37.84,-122.1068,69.47,FALSE,FALSE,FALSE,"30"
"538","Solano Community College",38.2355,-122.1202,NA,FALSE,FALSE,FALSE,"NULL"
"539","Sonoma State University",38.341,-122.6733,81.86,FALSE,FALSE,FALSE,"NULL"
"540","Pinnacle College",34.0815,-118.1505,NA,FALSE,FALSE,FALSE,"NULL"
"541","South Baylo University",33.8479,-117.9587,NA,FALSE,FALSE,FALSE,"NULL"
"542","South Coast College",33.7879,-117.8741,NA,FALSE,FALSE,FALSE,"NULL"
"543","Vanguard University of Southern California",33.6627,-117.9009,69.77,FALSE,FALSE,FALSE,"27"
"544","Concorde Career College-Garden Grove",33.7747,-117.9384,100,FALSE,FALSE,FALSE,"NULL"
"545","Southwestern College",32.6416,-116.9972,NA,FALSE,TRUE,FALSE,"NULL"
"546","Starr King School for Ministry",37.8769,-122.2618,NA,FALSE,FALSE,FALSE,"93"
"547","Marshall B Ketchum University",33.8898,-117.8862,NA,FALSE,FALSE,FALSE,"NULL"
"548","Southern California Institute of Architecture",34.0437,-118.2327,86.67,FALSE,FALSE,FALSE,"NULL"
"549","University of Southern California",34.0211,-118.2839,19.84,FALSE,FALSE,FALSE,"NULL"
"550","Southwestern Law School",34.0616,-118.2884,NA,FALSE,FALSE,FALSE,"NULL"
"551","Taft College",35.1489,-119.4618,NA,FALSE,TRUE,FALSE,"NULL"
"552","Claremont School of Theology",34.1076,-117.7153,NA,FALSE,FALSE,FALSE,"71"
"553","Thomas Aquinas College",34.429,-119.0871,79.21,FALSE,FALSE,FALSE,"30"
"554","Marinello Schools of Beauty-Lake Forest",33.6193,-117.7047,NA,FALSE,FALSE,FALSE,"NULL"
"555","Epic Bible College",38.6456,-121.3629,79,FALSE,FALSE,FALSE,"27"
"556","United Education Institute-Huntington Park Campus",33.9861,-118.2262,NA,FALSE,FALSE,FALSE,"NULL"
"557","Concorde Career College-San Bernardino",34.0672,-117.284,100,FALSE,FALSE,FALSE,"NULL"
"558","Universal College of Beauty Inc-Los Angeles 1",33.9594,-118.2921,NA,FALSE,FALSE,FALSE,"NULL"
"559","Concorde Career College-North Hollywood",34.1865,-118.4038,100,FALSE,FALSE,FALSE,"NULL"
"560","Ventura College",34.277,-119.2307,NA,FALSE,TRUE,FALSE,"NULL"
"561","Victor Valley Beauty College Inc",34.5286,-117.3039,NA,FALSE,FALSE,FALSE,"NULL"
"562","Victor Valley College",34.4722,-117.2615,NA,FALSE,FALSE,FALSE,"NULL"
"563","Berkeley City College",37.8705,-122.2698,NA,FALSE,FALSE,FALSE,"NULL"
"566","West Hills College-Coalinga",36.1479,-120.3567,NA,FALSE,TRUE,FALSE,"NULL"
"567","West Los Angeles College",34.0056,-118.3876,NA,FALSE,FALSE,FALSE,"NULL"
"568","West Valley College",37.2631,-122.0097,NA,FALSE,FALSE,FALSE,"NULL"
"569","Carrington College California-Sacramento",38.5618,-121.3689,52.1,FALSE,FALSE,FALSE,"NULL"
"570","Westminster Theological Seminary in California",33.1214,-117.0464,NA,FALSE,FALSE,FALSE,"NULL"
"571","Westmont College",34.4493,-119.6619,70.16,FALSE,FALSE,FALSE,"NULL"
"572","Whittier College",33.9776,-118.0284,63.25,FALSE,FALSE,FALSE,"NULL"
"573","Woodbury University",34.2092,-118.3407,55.75,FALSE,TRUE,FALSE,"NULL"
"574","The Wright Institute",37.8682,-122.2532,NA,FALSE,FALSE,FALSE,"NULL"
"575","Western State College of Law at Argosy University",33.8807,-117.8903,NA,FALSE,FALSE,FALSE,"NULL"
"576","Thomas Jefferson School of Law",32.7104,-117.1541,NA,FALSE,FALSE,FALSE,"NULL"
"577","Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary",34.0855,-118.3467,100,FALSE,FALSE,FALSE,"NULL"
"578","Yuba College",39.126,-121.5393,NA,FALSE,FALSE,FALSE,"NULL"
"4314","Stanford University",37.4317,-122.1822,5.69,FALSE,FALSE,FALSE,"NULL"
"4320","ITT Technical Institute-Sylmar",34.2995,-118.4741,94.06,FALSE,FALSE,FALSE,"NULL"
"4341","Antioch University-Los Angeles",33.9876,-118.3847,NA,FALSE,FALSE,FALSE,"NULL"
"4342","Antioch University-Santa Barbara",34.4229,-119.696,NA,FALSE,FALSE,FALSE,"NULL"
"4365","Carrington College California-San Leandro",37.7012,-122.1258,100,FALSE,FALSE,FALSE,"NULL"
"4390","Fashion Institute of Design & Merchandising-San Diego",32.7089,-117.1551,60.59,FALSE,FALSE,FALSE,"NULL"
"4419","Platt College-Los Angeles",34.0818,-118.1518,NA,FALSE,FALSE,FALSE,"NULL"
"4440","Bethel Seminary-San Diego",32.7652,-117.0664,NA,FALSE,FALSE,FALSE,"54"
"4442","Brandman University",33.6557,-117.7686,100,FALSE,FALSE,FALSE,"NULL"
"4448","Adrian's College of Beauty Turlock",37.4926,-120.8634,NA,FALSE,FALSE,FALSE,"NULL"
"4449","California Career School",33.8191,-117.9064,NA,FALSE,FALSE,FALSE,"NULL"
"4450","San Joaquin Valley College-Fresno",36.8301,-119.7835,NA,FALSE,FALSE,FALSE,"NULL"
"4460","Heald College-Roseville",38.7546,-121.2648,NA,FALSE,FALSE,FALSE,"NULL"
"4494","Palomar Institute of Cosmetology",33.1364,-117.1885,NA,FALSE,FALSE,FALSE,"NULL"
"4516","InterCoast Colleges-Orange",33.7894,-117.8935,NA,FALSE,FALSE,FALSE,"NULL"
"4520","Las Positas College",37.7096,-121.8049,NA,FALSE,FALSE,FALSE,"NULL"
"4535","California State University-San Marcos",33.1291,-117.158,62.51,FALSE,FALSE,FALSE,"NULL"
"4538","Kaplan College-Modesto",37.7137,-121.0873,NA,FALSE,FALSE,FALSE,"NULL"
"4554","Madera Beauty College",36.9515,-120.0578,NA,FALSE,FALSE,FALSE,"NULL"
"4560","University of St Augustine for Health Sciences",29.8633,-81.3145,NA,FALSE,FALSE,FALSE,"NULL"
"4573","Hypnosis Motivation Institute",34.1703,-118.5389,NA,FALSE,FALSE,FALSE,"NULL"
"4574","Los Angeles ORT College-Los Angeles Campus",34.0639,-118.3694,NA,FALSE,FALSE,FALSE,"NULL"
"4575","Everest College-West Los Angeles",34.0325,-118.3895,NA,FALSE,FALSE,FALSE,"NULL"
"4576","Thanh Le College School of Cosmetology",33.7889,-117.9082,NA,FALSE,FALSE,FALSE,"NULL"
"4599","Everest College-Ontario",34.0468,-117.559,NA,FALSE,FALSE,FALSE,"NULL"
"4600","Downey Adult School",33.9196,-118.1166,NA,FALSE,FALSE,FALSE,"NULL"
"4601","Heald College-Stockton",38.0036,-121.288,NA,FALSE,FALSE,FALSE,"NULL"
"4602","Heald College-Hayward",37.6366,-122.1149,NA,FALSE,FALSE,FALSE,"NULL"
"4603","CRU Institute",33.7901,-118.0292,NA,FALSE,FALSE,FALSE,"NULL"
"4604","Modern Technology School",33.7231,-117.9188,76.25,FALSE,FALSE,FALSE,"NULL"
"4605","National Career Education",38.5896,-121.2732,NA,FALSE,FALSE,FALSE,"NULL"
"4606","Everest College-Anaheim",33.8393,-117.9598,NA,FALSE,FALSE,FALSE,"NULL"
"4607","Thuy Princess Beauty College",34.0577,-117.7485,NA,FALSE,FALSE,FALSE,"NULL"
"4608","North-West College-Glendale",34.1489,-118.2554,100,FALSE,FALSE,FALSE,"NULL"
"4609","Everest College-City of Industry",34.0294,-118.0246,NA,FALSE,FALSE,FALSE,"NULL"
"4610","Fremont College",33.8678,-118.0983,NA,FALSE,FALSE,FALSE,"NULL"
"4611","Pomona Unified School District Adult and Career Education",34.0536,-117.7764,NA,FALSE,FALSE,FALSE,"NULL"
"4613","University of Phoenix-San Diego Campus",32.816,-117.1167,NA,FALSE,FALSE,FALSE,"NULL"
"4614","Universal College of Beauty Inc-Los Angeles 2",34.0042,-118.3317,NA,FALSE,FALSE,FALSE,"NULL"
"4701","Bellus Academy-Poway",32.9565,-117.0427,NA,FALSE,FALSE,FALSE,"NULL"
"4702","Capstone College",34.2201,-118.4503,NA,FALSE,FALSE,FALSE,"NULL"
"4703","Central Coast College",36.6696,-121.6556,64.54,FALSE,FALSE,FALSE,"NULL"
"4704","ITT Technical Institute-Torrance",33.8491,-118.2905,93.57,FALSE,FALSE,FALSE,"NULL"
"4705","Pacific College of Oriental Medicine-San Diego",32.778,-117.161,NA,FALSE,FALSE,FALSE,"NULL"
"4723","CET-Coachella",33.6922,-116.1859,NA,FALSE,FALSE,FALSE,"NULL"
"4724","CET-Oxnard",34.1942,-119.1815,NA,FALSE,FALSE,FALSE,"NULL"
"4725","CET-Santa Maria",34.9436,-120.442,NA,FALSE,FALSE,FALSE,"NULL"
"4726","CET-Rancho Temecula",33.5119,-117.1689,NA,FALSE,FALSE,FALSE,"NULL"
"4744","ITT Technical Institute-San Bernardino",34.0701,-117.2707,93.67,FALSE,FALSE,FALSE,"NULL"
"4745","Los Angeles ORT College-Van Nuys Campus",34.153,-118.4627,NA,FALSE,FALSE,FALSE,"NULL"
"4747","Mt Diablo Adult Education",37.9692,-122.026,NA,FALSE,FALSE,FALSE,"NULL"
"4748","Royale College of Beauty",33.5155,-117.164,NA,FALSE,FALSE,FALSE,"NULL"
"4749","Westech College",34.0752,-117.5773,NA,FALSE,FALSE,FALSE,"NULL"
"4760","Hacienda La Puente Adult Education",34.0118,-117.9583,NA,FALSE,FALSE,FALSE,"NULL"
"4781","Acupuncture and Integrative Medicine College-Berkeley",37.8628,-122.2676,NA,FALSE,FALSE,FALSE,"NULL"
"4816","Alhambra Beauty College",34.0939,-118.129,NA,FALSE,FALSE,FALSE,"NULL"
"4817","American Auto Institute",33.8926,-118.2873,NA,FALSE,FALSE,FALSE,"NULL"
"4818","Asian American International Beauty College",33.7593,-117.9916,NA,FALSE,FALSE,FALSE,"NULL"
"4819","Avance Beauty College",32.5814,-117.0622,NA,FALSE,FALSE,FALSE,"NULL"
"4821","Copper Mountain Community College",34.1405,-116.2139,NA,FALSE,FALSE,FALSE,"NULL"
"4822","Diversified Vocational College",34.0559,-118.2724,NA,FALSE,FALSE,FALSE,"NULL"
"4823","Bristol University",33.796,-117.8822,NA,FALSE,FALSE,FALSE,"NULL"
"4824","UEI College-Fresno",36.7689,-119.7257,NA,FALSE,FALSE,FALSE,"NULL"
"4825","Mt Sierra College",34.1405,-118.0006,NA,FALSE,FALSE,FALSE,"NULL"
"4826","Wyotech-Long Beach",33.791,-118.2202,NA,FALSE,FALSE,FALSE,"NULL"
"4827","Santiago Canyon College",33.7966,-117.7681,NA,FALSE,TRUE,FALSE,"NULL"
"4828","Southern California Institute of Technology",33.8327,-117.919,NA,FALSE,FALSE,FALSE,"NULL"
"4829","Soka University of America",33.5494,-117.7349,43.36,FALSE,FALSE,FALSE,"NULL"
"4830","Summit College",34.054,-117.3098,NA,FALSE,FALSE,FALSE,"NULL"
"4831","Advance Beauty College",33.7599,-117.9526,NA,FALSE,FALSE,FALSE,"NULL"
"4832","World Mission University",34.0788,-118.3091,80,FALSE,FALSE,FALSE,"99"
"4833","Yo San University of Traditional Chinese Medicine",33.9929,-118.4429,NA,FALSE,FALSE,FALSE,"NULL"
"4834","Coast Career Institute",34.0366,-118.263,NA,FALSE,FALSE,FALSE,"NULL"
"4875","University of Phoenix-Bay Area Campus",37.4085,-121.9442,NA,FALSE,FALSE,FALSE,"NULL"
"4876","University of Phoenix-Southern California Campus",33.6858,-117.885,NA,FALSE,FALSE,FALSE,"NULL"
"4942","California State University-Monterey Bay",36.6537,-121.7992,44.4,FALSE,FALSE,FALSE,"NULL"
"4945","Heald College-Salinas",36.7068,-121.6528,NA,FALSE,FALSE,FALSE,"NULL"
"4950","The Art Institute of California-Argosy University Hollywood",34.0613,-118.2991,NA,FALSE,FALSE,FALSE,"NULL"
"4951","Sage College",33.9463,-117.2814,NA,FALSE,FALSE,FALSE,"NULL"
"4958","Marian Health Careers Center-Los Angeles Campus",34.0621,-118.2951,NA,FALSE,FALSE,FALSE,"NULL"
"4970","Anthem College-Sacramento",38.5613,-121.3342,NA,FALSE,FALSE,FALSE,"NULL"
"4972","Crimson Technical College",33.956,-118.3777,NA,FALSE,FALSE,FALSE,"NULL"
"4974","East San Gabriel Valley Regional Occupational Program",34.0771,-117.9371,NA,FALSE,FALSE,FALSE,"NULL"
"4977","ITT Technical Institute-Oxnard",34.221,-119.146,94.06,FALSE,FALSE,FALSE,"NULL"
"5007","Four-D College",34.0473,-117.3117,NA,FALSE,FALSE,FALSE,"NULL"
"5009","Premiere Career College",34.0801,-117.9906,NA,FALSE,FALSE,FALSE,"NULL"
"5016","Estes Institute of Cosmetology Arts and Science",36.3297,-119.2895,NA,FALSE,FALSE,FALSE,"NULL"
"5017","Baldwin Park Adult & Community Education",34.0967,-117.9595,NA,FALSE,FALSE,FALSE,"NULL"
"5018","Ventura Adult and Continuing Education",34.2565,-119.2192,NA,FALSE,FALSE,FALSE,"NULL"
"5019","Marinello Schools of Beauty-Sacramento",38.6671,-121.3362,NA,FALSE,FALSE,FALSE,"NULL"
"5109","Central California School",35.2637,-120.6448,NA,FALSE,FALSE,FALSE,"NULL"
"5124","University of Phoenix-Sacramento Valley Campus",38.6206,-121.5228,NA,FALSE,FALSE,FALSE,"NULL"
"5155","Colleen O'Haras Beauty Academy",33.748,-117.8682,NA,FALSE,FALSE,FALSE,"NULL"
"5175","San Joaquin Valley College-Fresno Aviation",36.7755,-119.7268,NA,FALSE,FALSE,FALSE,"NULL"
"5176","Champion Institute of Cosmetology",33.8134,-116.5468,NA,FALSE,FALSE,FALSE,"NULL"
"5177","Pacific College",33.6813,-117.8732,NA,FALSE,FALSE,FALSE,"NULL"
"5178","American College of Healthcare",33.9005,-117.4938,NA,FALSE,FALSE,FALSE,"NULL"
"5184","Le Cordon Bleu College of Culinary Arts-Pasadena",34.1458,-118.1395,NA,FALSE,FALSE,FALSE,"NULL"
"5203","John Wesley International Barber and Beauty College",33.7758,-118.193,NA,FALSE,FALSE,FALSE,"NULL"
"5232","CET-Sacramento",38.5251,-121.3966,NA,FALSE,FALSE,FALSE,"NULL"
"5242","American College of Traditional Chinese Medicine",37.7605,-122.3982,NA,FALSE,FALSE,FALSE,"NULL"
"5253","Everest College-Torrance",33.8357,-118.3153,NA,FALSE,FALSE,FALSE,"NULL"
"5261","Institute of Technology Inc",36.8368,-119.7232,NA,FALSE,FALSE,FALSE,"NULL"
"5281","Virginia Sewing Machines and School Center",34.0326,-118.266,NA,FALSE,FALSE,FALSE,"NULL"
"5290","Kaplan College-Riverside",33.9769,-117.3698,NA,FALSE,FALSE,FALSE,"NULL"
"5293","Platt College-Ontario",34.0686,-117.5717,NA,FALSE,FALSE,FALSE,"NULL"
"5295","The Art Institute of California-Argosy University Los Angeles",34.0186,-118.4513,NA,FALSE,FALSE,FALSE,"NULL"
"5296","American University of Health Sciences",33.7971,-118.1714,50,FALSE,FALSE,FALSE,"NULL"
"5297","Career Networks Institute",33.6939,-117.885,NA,FALSE,FALSE,FALSE,"NULL"
"5305","Santa Barbara Business College-Ventura",34.2579,-119.2264,NA,FALSE,FALSE,FALSE,"NULL"
"5316","Pima Medical Institute-Chula Vista",32.6191,-117.093,NA,FALSE,FALSE,FALSE,"NULL"
"5321","Charter College-Canyon Country",34.4083,-118.462,NA,FALSE,FALSE,FALSE,"NULL"
"5367","Los Angeles Film School",34.0982,-118.3283,NA,FALSE,FALSE,FALSE,"NULL"
"5368","Argosy University-Orange County",33.7791,-117.8975,NA,FALSE,FALSE,FALSE,"NULL"
"5387","ITT Technical Institute-Lathrop",37.8094,-121.2944,97.3,FALSE,FALSE,FALSE,"NULL"
"5395","The English Center",37.7944,-122.2754,NA,FALSE,FALSE,FALSE,"NULL"
"5396","ICDC College",34.0971,-118.3078,NA,FALSE,FALSE,FALSE,"NULL"
"5399","Professional Golfers Career College",33.529,-117.1637,NA,FALSE,FALSE,FALSE,"NULL"
"5402","Westwood College-Anaheim",33.8095,-117.8782,NA,FALSE,FALSE,FALSE,"NULL"
"5404","InterCoast Colleges-Burbank",34.1808,-118.3092,NA,FALSE,FALSE,FALSE,"NULL"
"5405","Carrington College California-San Jose",37.2356,-121.7762,100,FALSE,FALSE,FALSE,"NULL"
"5410","Carrington College California-Pleasant Hill",37.9626,-122.0722,100,FALSE,FALSE,FALSE,"NULL"
"5418","Universal Technical Institute of California Inc",34.0828,-117.5764,NA,FALSE,FALSE,FALSE,"NULL"
"5445","CBD College",34.0687,-118.3449,NA,FALSE,FALSE,FALSE,"NULL"
"5463","King's University",34.2009,-118.4548,85.87,FALSE,FALSE,FALSE,"42"
"5466","My Le's Beauty College",38.5186,-121.4413,NA,FALSE,FALSE,FALSE,"NULL"
"5471","Bryan College-Gold River",38.6236,-121.2628,NA,FALSE,FALSE,FALSE,"NULL"
"5474","PCI College",33.8748,-118.1002,NA,FALSE,FALSE,FALSE,"NULL"
"5476","American Career College at St Francis",33.9319,-118.2012,NA,FALSE,FALSE,FALSE,"NULL"
"5483","Keck Graduate Institute",34.0933,-117.7235,NA,FALSE,FALSE,FALSE,"NULL"
"5496","Everest College-Ontario Metro",34.0405,-117.5768,NA,FALSE,FALSE,FALSE,"NULL"
"5508","Westwood College-Inland Empire",34.088,-117.6519,NA,FALSE,FALSE,FALSE,"NULL"
"5518","Miami Ad School-San Francisco",37.7967,-122.4021,NA,FALSE,FALSE,FALSE,"NULL"
"5531","American Career College-Anaheim",33.8499,-117.9756,NA,FALSE,FALSE,FALSE,"NULL"
"5537","San Diego State University-Imperial Valley Campus",32.6724,-115.4927,60.7,FALSE,FALSE,FALSE,"NULL"
"5541","West Coast Ultrasound Institute",34.0632,-118.3762,NA,FALSE,FALSE,FALSE,"NULL"
"5542","Design's School of Cosmetology",35.6398,-120.6915,NA,FALSE,FALSE,FALSE,"NULL"
"5543","Paul Mitchell the School-Santa Barbara",34.4184,-119.6954,NA,FALSE,FALSE,FALSE,"NULL"
"5585","California State University-Channel Islands",34.1629,-119.0436,64.43,FALSE,TRUE,FALSE,"NULL"
"5588","The Art Institute of California-Argosy University Orange County",33.697,-117.9163,NA,FALSE,FALSE,FALSE,"NULL"
"5600","David's Academy of Beauty",34.0918,-118.0436,NA,FALSE,FALSE,FALSE,"NULL"
"5604","Paul Mitchell the School-Costa Mesa",33.6923,-117.925,NA,FALSE,FALSE,FALSE,"NULL"
"5614","San Joaquin Valley College-Ontario",34.1117,-117.5724,NA,FALSE,FALSE,FALSE,"NULL"
"5624","Milan Institute-Palm Desert",33.7161,-116.2342,NA,FALSE,FALSE,FALSE,"NULL"
"5635","InterCoast Colleges-Riverside",33.9936,-117.3448,NA,FALSE,FALSE,FALSE,"NULL"
"5637","University of Antelope Valley",34.6832,-118.1343,NA,FALSE,FALSE,FALSE,"NULL"
"5642","California Healing Arts College",34.04,-118.4648,NA,FALSE,FALSE,FALSE,"NULL"
"5652","NTMA Training Centers of Southern California",34.0422,-117.6285,NA,FALSE,FALSE,FALSE,"NULL"
"5662","West Coast University-Los Angeles",34.0793,-118.2925,54.44,FALSE,FALSE,FALSE,"NULL"
"5667","California College of Vocational Careers",35.3854,-119.0231,NA,FALSE,FALSE,FALSE,"NULL"
"5676","InterCoast Colleges-West Covina",34.0688,-117.9387,NA,FALSE,FALSE,FALSE,"NULL"
"5713","Folsom Lake College",38.6626,-121.1267,NA,FALSE,FALSE,FALSE,"NULL"
"5722","ATI College-Norwalk",33.9049,-118.0684,NA,FALSE,FALSE,FALSE,"NULL"
"5724","Advanced College",33.9154,-118.1579,NA,FALSE,FALSE,FALSE,"NULL"
"5726","Advanced Training Associates",32.8195,-116.9814,NA,FALSE,FALSE,FALSE,"NULL"
"5736","CES College",34.1808,-118.303,NA,FALSE,FALSE,FALSE,"NULL"
"5737","Computer Tutor Business and Technical Institute",37.7022,-121.0715,NA,FALSE,FALSE,FALSE,"NULL"
"5780","University of California-Merced",37.3662,-120.4249,75.51,FALSE,FALSE,FALSE,"NULL"
"5794","North-West College-Riverside",33.9083,-117.4507,100,FALSE,FALSE,FALSE,"NULL"
"5816","University of Phoenix-Central Valley Campus",36.8587,-119.7899,NA,FALSE,FALSE,FALSE,"NULL"
"5843","Cambridge Junior College-Yuba City",39.1399,-121.6522,89.06,FALSE,FALSE,FALSE,"NULL"
"5845","Career Care Institute",34.6782,-118.1564,NA,FALSE,FALSE,FALSE,"NULL"
"5849","Community Christian College",34.0545,-117.2005,NA,FALSE,FALSE,FALSE,"NULL"
"5861","Los Angeles Music Academy",34.1393,-118.1501,NA,FALSE,FALSE,FALSE,"NULL"
"5864","Pacific Coast Trade School",34.1831,-119.1618,NA,FALSE,FALSE,FALSE,"NULL"
"5874","Stanbridge College",33.6789,-117.8576,78.71,FALSE,FALSE,FALSE,"NULL"
"5903","United States University",32.6149,-117.092,NA,FALSE,FALSE,FALSE,"NULL"
"5905","Kaplan College-Bakersfield",35.3373,-119.0379,NA,FALSE,FALSE,FALSE,"NULL"
"5906","Kaplan College-Fresno",36.8072,-119.7083,NA,FALSE,FALSE,FALSE,"NULL"
"5918","Argosy University-Los Angeles",33.9279,-118.373,NA,FALSE,FALSE,FALSE,"NULL"
"5924","San Joaquin Valley College-Modesto",37.717,-121.0918,NA,FALSE,FALSE,FALSE,"NULL"
"5932","Expression College for Digital Arts",37.8476,-122.2954,NA,FALSE,FALSE,FALSE,"NULL"
"5941","Kaplan College-Palm Springs",33.8219,-116.5192,NA,FALSE,FALSE,FALSE,"NULL"
"5948","California Career College",34.1976,-118.6018,NA,FALSE,FALSE,FALSE,"NULL"
"5949","Palladium Technical Academy",34.0768,-118.0444,NA,FALSE,FALSE,FALSE,"NULL"
"5950","Palace Beauty College",34.0447,-118.3095,NA,FALSE,FALSE,FALSE,"NULL"
"5951","National Polytechnic College",33.9898,-118.1389,NA,FALSE,FALSE,FALSE,"NULL"
"5952","American Career College-Ontario",34.0682,-117.5838,NA,FALSE,FALSE,FALSE,"NULL"
"5953","Asher College",38.5878,-121.4158,NA,FALSE,FALSE,FALSE,"NULL"
"5954","American Institute of Massage Therapy",33.7159,-117.8503,NA,FALSE,FALSE,FALSE,"NULL"
"5955","University of East-West Medicine",37.3863,-121.996,NA,FALSE,FALSE,FALSE,"NULL"
"5956","Blake Austin College",38.3785,-121.9456,NA,FALSE,FALSE,FALSE,"NULL"
"5966","SUM Bible College and Theological Seminary",37.7341,-122.1778,NA,FALSE,FALSE,FALSE,"27"
"5995","San Joaquin Valley College-Rancho Cordova",38.5967,-121.2803,NA,FALSE,FALSE,FALSE,"NULL"
"5999","Universal Technical Institute of Northern California Inc",38.6458,-121.5295,NA,FALSE,FALSE,FALSE,"NULL"
